,大当り回数,時間,スタート回数
1,--,--,193
2,34,21:21,97
3,33,21:17,517
4,32,18:59,20
5,31,18:58,35
6,30,18:56,1
7,29,18:55,55
8,28,18:52,19
9,27,18:49,3
10,26,18:47,447
11,25,16:51,4
12,24,16:49,67
13,23,16:43,34
14,22,16:38,125
15,21,16:02,51
16,20,15:59,37
17,19,15:55,37
