,大当り回数,時間,スタート回数
1,--,--,9
2,32,22:14,40
3,31,22:13,14
4,30,22:11,41
5,29,22:09,65
6,28,22:06,97
7,27,22:00,21
8,26,21:56,271
9,25,20:39,566
10,24,18:13,11
11,23,18:12,44
12,22,18:09,16
13,21,18:06,16
14,20,18:03,89
15,19,17:37,54
16,18,17:35,26
17,17,17:33,19
