,大当り回数,時間,スタート回数
1,--,--,483
2,10,20:02,23
3,9,19:59,282
4,8,18:34,277
5,7,17:15,116
6,6,16:45,9
7,5,16:44,6
8,4,16:42,5
9,3,16:39,10
10,2,16:36,294
11,1,15:02,788
