,大当り回数,時間,スタート回数
1,--,--,511
2,11,20:01,6
3,10,19:56,132
4,9,19:26,22
5,8,19:25,28
6,7,19:23,6
7,6,19:20,38
8,5,19:16,1313
9,4,13:08,50
10,3,13:06,232
11,2,12:03,193
12,1,10:39,89
