,大当り回数,時間,スタート回数
1,--,--,406
2,35,20:30,11
3,34,20:28,11
4,33,20:27,17
5,32,20:25,63
6,31,20:19,5
7,30,20:17,48
8,29,19:55,274
9,28,18:38,231
10,27,17:44,19
11,26,17:43,90
12,25,17:40,43
13,24,17:38,10
14,23,17:36,54
15,22,17:34,7
16,21,17:33,55
17,20,17:31,41
