,大当り回数,時間,スタート回数
1,--,--,712
2,22,18:19,2
3,21,18:17,5
4,20,18:16,64
5,19,18:14,4
6,18,18:13,7
7,17,18:10,18
8,16,18:08,85
9,15,18:05,43
10,14,18:03,73
11,13,17:58,53
12,12,17:53,20
13,11,17:51,40
14,10,17:49,23
15,9,17:44,12
16,8,17:41,81
17,7,17:30,1257
