,大当り回数,時間,スタート回数
1,--,--,390
2,12,20:30,27
3,11,20:20,545
4,10,16:29,539
5,9,14:06,207
6,8,13:07,180
7,7,12:24,2
8,6,12:22,3
9,5,12:21,146
10,4,11:25,1
11,3,11:23,2
12,2,11:22,72
13,1,11:03,191
