,大当り回数,時間,スタート回数
1,--,--,384
2,25,20:28,1
3,24,20:26,1
4,23,20:24,1
5,22,20:22,1
6,21,20:21,1
7,20,20:19,1
8,19,20:17,5
9,18,20:16,304
10,17,18:55,159
11,16,18:05,87
12,15,17:28,1
13,14,17:26,1
14,13,17:24,1
15,12,17:22,1
16,11,17:21,1
17,10,17:19,2
18,9,17:17,114
19,8,16:46,1
20,7,16:45,1
21,6,16:43,1
22,5,16:42,57
23,4,16:25,803
24,3,12:44,317
