,大当り回数,時間,スタート回数
1,--,--,214
2,28,19:56,223
3,27,18:07,1
4,26,18:05,1
5,25,18:04,1
6,24,18:02,1
7,23,18:00,1
8,22,17:58,3
9,21,17:57,75
10,20,17:32,1
11,19,17:30,1
12,18,17:29,1
13,17,17:27,1
14,16,17:25,1
15,15,17:23,2
16,14,17:21,1
17,13,17:19,1
18,12,17:17,2
19,11,17:15,1
20,10,17:14,307
21,9,15:59,1
22,8,15:57,4
23,7,15:56,415
24,6,13:42,506
