,大当り回数,時間,スタート回数
1,--,--,543
2,32,19:18,1
3,31,19:16,1
4,30,19:14,1
5,29,19:13,24
6,28,19:03,1
7,27,19:02,19
8,26,18:51,1
9,25,18:49,1
10,24,18:47,1
11,23,18:45,5
12,22,18:43,248
13,21,17:30,1
14,20,17:29,1
15,19,17:27,1
16,18,17:25,1
17,17,17:23,1
18,16,17:21,1
19,15,17:19,1
20,14,17:17,1
21,13,17:16,2
22,12,17:15,269
23,11,15:56,951
24,10,11:21,1
