,大当り回数,時間,スタート回数
1,--,--,385
2,34,20:05,1
3,33,20:04,2
4,32,20:01,564
5,31,17:31,502
6,30,15:10,1
7,29,15:08,3
8,28,15:05,1
9,27,15:03,3
10,26,15:00,1
