,大当り回数,時間,スタート回数
1,--,--,2
2,23,22:24,5
3,22,22:22,504
4,21,20:19,5
5,20,20:17,459
6,19,18:13,41
7,18,17:58,5
8,17,17:56,70
9,16,17:30,1
10,15,17:28,1
