,大当り回数,時間,スタート回数
1,--,--,1562
2,24,15:01,1
3,23,14:59,2
4,22,14:56,3
5,21,14:53,1
6,20,14:51,2
7,19,14:48,1
8,18,14:47,1
9,17,14:45,18
10,16,14:29,2
