,大当り回数,時間,スタート回数
1,--,--,186
2,16,21:34,1
3,15,21:33,2
4,14,21:31,356
5,13,19:52,3
6,12,19:49,2
7,11,19:46,1
8,10,19:44,3
9,9,19:41,1
10,8,19:39,1
