,大当り回数,時間,スタート回数
1,--,--,17
2,25,22:04,2
3,24,22:02,326
4,23,20:39,2
5,22,20:36,4
6,21,20:34,44
7,20,20:19,203
8,19,19:26,75
9,18,18:56,659
10,17,16:16,57
