,大当り回数,時間,スタート回数
1,--,--,5
2,17,22:02,481
3,16,19:52,1
4,15,19:50,1
5,14,19:49,2
6,13,19:46,5
7,12,19:44,633
8,11,17:07,103
9,10,16:24,3
10,9,16:21,1
