,大当り回数,時間,スタート回数
1,--,--,235
2,18,21:08,52
3,17,21:06,17
4,16,21:04,2
5,15,21:03,67
6,14,21:00,36
7,13,20:56,37
8,12,20:52,205
9,11,19:45,420
10,10,17:46,610
11,9,14:16,15
12,8,14:13,24
13,7,14:11,9
14,6,14:07,703
15,5,11:12,47
16,4,11:10,14
17,3,11:04,9
