,大当り回数,時間,スタート回数
1,--,--,11
2,19,21:03,24
3,18,20:59,66
4,17,20:49,512
5,16,18:48,843
6,15,13:08,64
7,14,13:03,27
8,13,12:56,15
9,12,12:54,47
10,11,12:53,47
11,10,12:51,20
12,9,12:49,31
13,8,12:48,12
14,7,12:46,3
15,6,12:45,16
16,5,12:42,47
17,4,12:40,100
