,大当り回数,時間,スタート回数
1,--,--,390
2,26,20:17,239
3,25,19:23,24
4,24,19:22,75
5,23,19:19,19
6,22,19:16,10
7,21,19:12,247
8,20,17:58,2
9,19,17:56,7
10,18,17:53,5
11,17,17:50,106
12,16,17:12,108
13,15,17:10,162
14,14,16:59,29
15,13,16:57,13
16,12,16:55,31
17,11,16:53,73
