,大当り回数,時間,スタート回数
1,--,--,164
2,17,22:00,8
3,16,21:59,4
4,15,21:57,43
5,14,21:52,6
6,13,21:49,7
7,12,21:43,26
8,11,21:40,341
9,10,19:40,2
10,9,19:38,43
11,8,19:30,9
12,7,19:26,289
13,6,18:07,601
14,5,14:13,22
15,4,14:11,4
16,3,14:09,2
17,2,14:07,37
