,大当り回数,時間,スタート回数
1,--,--,73
2,21,21:35,65
3,20,21:30,63
4,19,21:24,96
5,18,21:02,83
6,17,20:59,27
7,16,20:57,11
8,15,20:54,20
9,14,20:48,24
10,13,20:38,92
11,12,20:24,12
12,11,20:23,11
13,10,20:22,16
14,9,20:19,45
15,8,20:16,17
16,7,20:06,1190
17,6,14:57,145
