,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,2165,21,8,15480,103,267,146
1,222,1948,46,6,46100,42,316,17
2,223,1683,8,5,3170,210,335,--
3,224,1683,44,8,35490,38,205,10
4,225,1978,13,11,3640,152,179,37
5,226,2083,24,7,22750,86,295,--
6,227,1678,19,7,10240,88,236,137
7,228,2009,26,6,15450,77,329,212
