,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,1838,11,4,8830,167,456,43
1,222,1700,15,4,8570,113,420,132
2,223,1861,4,4,440,465,465,256
3,224,1667,6,6,730,277,277,17
4,225,1241,6,3,3230,206,410,78
5,226,1389,14,4,13000,99,344,272
6,227,1934,12,7,4580,161,274,77
7,228,1181,12,4,9930,98,293,145
