,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,1875,52,12,44230,36,152,337
1,222,2458,25,10,12690,98,243,489
2,223,2002,32,7,28210,62,280,306
3,224,2291,8,4,5590,286,571,248
4,225,2500,15,4,11230,166,620,281
5,226,2554,17,6,14140,150,423,56
6,227,1474,28,6,27890,52,240,16
7,228,2004,41,7,34630,48,279,22
