,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,2495,18,6,13200,138,413,628
1,222,1811,17,5,8860,106,358,596
2,223,1259,17,6,13050,74,206,181
3,224,1376,12,6,7950,114,227,236
4,225,1030,24,2,29780,42,501,343
5,226,989,19,4,17280,49,242,--
6,227,1626,20,4,11720,81,402,257
7,228,1171,21,4,22790,58,288,493
