,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,277,978,8,1,10010,122,703,117
1,278,1023,21,4,19610,48,88,115
2,279,230,3,2,1810,76,58,75
3,280,1370,9,4,3740,152,251,67
4,平均,6600,107,240,50,81,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
