,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,1514,21,10,13780,72,149,99
1,222,1266,6,6,820,211,211,69
2,223,1175,19,6,12490,61,193,320
3,224,1717,23,4,16980,74,423,273
4,225,1035,13,3,7380,79,339,130
5,226,1011,13,5,7410,77,199,290
6,227,428,19,4,19430,22,101,224
7,228,1335,33,7,35370,40,185,--
