,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,1521,47,7,48220,32,209,424
1,222,1128,35,7,36920,32,155,445
2,223,1085,19,3,19220,57,353,20
3,224,1560,5,3,3240,312,518,525
4,225,1039,11,5,9810,94,205,245
5,226,1745,13,5,10010,134,346,187
6,227,625,19,2,21310,32,301,210
7,228,2050,22,4,24000,93,506,206
