,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,2344,29,11,18300,80,210,1
1,222,2203,23,8,15420,95,272,225
2,223,2280,28,7,14680,81,320,442
3,224,1877,41,5,44660,45,366,--
4,225,2298,29,8,19400,79,283,61
5,226,2314,19,7,9580,121,327,31
6,227,2334,14,7,7480,166,331,317
7,228,1866,36,6,40340,51,304,134
