,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,2234,22,7,16580,101,315,36
1,222,1672,11,5,3190,152,331,228
2,223,1916,20,4,20790,95,473,166
3,224,995,16,2,15390,62,486,228
4,225,2020,6,3,5570,336,672,516
5,226,2310,27,9,20010,85,254,15
6,227,1655,28,7,17390,59,232,--
7,228,1951,27,6,17980,72,320,373
