,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,2127,35,9,30070,60,232,103
1,222,2152,43,5,39670,50,420,829
2,223,2158,29,6,23330,74,354,263
3,224,1896,21,9,8800,90,208,54
4,225,2140,25,8,21830,85,263,77
5,226,2124,32,6,19640,66,349,102
6,227,1567,25,4,26730,62,385,43
7,228,2240,44,12,24640,50,181,27
