,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,1971,44,9,37740,44,213,464
1,222,1591,28,6,21190,56,259,309
2,223,1887,4,3,1790,471,627,174
3,224,1461,33,7,27030,44,202,444
4,225,2017,13,6,7720,155,333,403
5,226,1866,23,8,16890,81,230,--
6,227,2401,15,6,7410,160,397,376
7,228,2392,13,6,11280,184,397,296
