,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,221,1729,7,4,4590,247,430,270
1,222,694,14,5,8860,49,136,131
2,223,1155,5,5,450,231,231,142
3,224,1316,33,4,39740,39,320,44
4,225,1020,14,6,7860,72,166,253
5,226,650,10,2,9980,65,319,79
6,227,1019,9,3,8880,113,336,127
7,228,1121,25,2,28470,44,548,20
