,大当り回数,時間,スタート回数
1,--,--,349
2,19,20:11,768
3,18,16:42,4
4,17,16:40,10
5,16,16:32,1
6,15,16:30,5
7,14,16:28,124
8,13,15:53,1
9,12,15:51,1
10,11,15:49,2
