,大当り回数,時間,スタート回数
1,--,--,77
2,40,21:49,1
3,39,21:47,1
4,38,21:45,1
5,37,21:44,1
6,36,21:42,1
7,35,21:40,3
8,34,21:38,685
9,33,18:41,3
10,32,18:38,2
