,大当り回数,時間,スタート回数
1,--,--,814
2,13,18:41,2
3,12,18:38,1
4,11,18:36,2
5,10,18:33,1
6,9,18:31,3
7,8,18:28,2
8,7,18:25,2
9,6,18:22,1
10,5,18:20,2
