,大当り回数,時間,スタート回数
1,--,--,192
2,24,20:27,136
3,23,19:50,142
4,22,19:23,59
5,21,19:14,83
6,20,18:52,41
7,19,18:49,2
8,18,18:47,25
9,17,18:44,512
10,16,16:00,54
11,15,15:43,23
12,14,15:30,4
13,13,15:24,334
14,12,13:14,32
15,11,13:11,17
16,10,13:09,24
17,9,13:05,6
18,8,12:59,4
19,7,12:58,43
20,6,12:56,2
21,5,12:55,2
22,4,12:53,40
23,3,12:49,5
24,2,12:46,59
