,大当り回数,時間,スタート回数
1,--,--,164
2,28,21:36,3
3,27,21:34,115
4,26,21:02,1
5,25,21:00,1
6,24,20:58,5
7,23,20:56,9
8,22,20:49,3
9,21,20:47,83
10,20,20:20,691
