,大当り回数,時間,スタート回数
1,--,--,545
2,22,20:27,140
3,21,19:44,1
4,20,19:41,1
5,19,19:39,2
6,18,19:36,3
7,17,19:33,1
8,16,19:30,1
9,15,19:28,472
10,14,17:36,587
