,大当り回数,時間,スタート回数
1,--,--,129
2,33,21:24,641
3,32,18:25,1
4,31,18:24,1
5,30,18:22,1
6,29,18:20,1
7,28,18:19,2
8,27,18:16,2
9,26,18:13,7
10,25,18:11,58
