,大当り回数,時間,スタート回数
1,--,--,520
2,30,20:16,1
3,29,20:15,1
4,28,20:13,2
5,27,20:11,60
6,26,19:53,1
7,25,19:51,5
8,24,19:49,109
9,23,19:18,12
10,22,19:11,18
