,大当り回数,時間,スタート回数
1,--,--,565
2,20,19:14,294
3,19,17:55,114
4,18,17:17,1
5,17,17:15,1
6,16,17:14,1
7,15,17:11,3
8,14,17:08,1
9,13,17:06,1
10,12,17:05,1
