,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,1339,2473,14,8,4320,176,--,139
1,1340,2604,31,4,27900,84,--,10
2,1341,2318,24,6,14580,96,--,79
3,1342,2451,28,5,23300,87,--,314
4,1343,1922,46,13,38380,41,--,269
5,1344,2230,30,10,14120,74,--,192
6,1345,1970,49,8,44430,40,--,691
7,1346,2429,28,5,30490,86,--,653
8,1347,2611,24,10,9350,108,--,480
9,1348,1963,62,7,65150,31,--,171
