,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,1339,2459,29,10,19130,84,--,12
1,1340,2449,9,6,4620,272,--,419
2,1341,2387,12,6,5630,198,--,306
3,1342,2723,17,10,7480,160,--,2
4,1343,2440,3,3,320,813,--,99
5,1344,2621,22,5,11840,119,--,396
6,1345,2090,29,7,18820,72,--,181
7,1346,2335,31,8,21790,75,--,2
8,1347,2646,15,6,8840,176,--,322
9,1348,2126,31,7,19020,68,--,2
