,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,1339,2614,11,4,4650,237,--,46
1,1340,2827,27,6,23280,104,--,958
2,1341,2624,23,4,20780,114,--,396
3,1342,2415,25,12,9630,96,--,17
4,1343,2553,13,2,14750,196,--,814
5,1344,2522,24,7,24210,105,--,466
6,1345,2131,38,4,46060,56,--,3
7,1346,2631,29,11,13330,90,--,341
8,1347,2706,22,7,11590,123,--,545
9,1348,2502,27,7,25550,92,--,405
