,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,1339,2373,25,8,9290,94,--,626
1,1340,2155,19,5,11230,113,--,403
2,1341,2396,43,8,35750,55,--,2
3,1342,2180,69,8,65940,31,--,115
4,1343,2256,19,5,13020,118,--,349
5,1344,2201,28,5,25020,78,--,3
6,1345,1850,33,9,25090,56,--,307
7,1346,1814,51,9,40140,35,--,157
8,1347,2132,45,9,37910,47,--,397
9,1348,2121,21,7,14070,101,--,356
