,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,1339,1893,19,6,11930,99,--,816
1,1340,2305,41,9,37050,56,--,70
2,1341,1656,32,10,23040,51,--,58
3,1342,1893,32,7,22510,59,--,369
4,1343,2200,11,4,7420,200,--,507
5,1344,2400,13,4,13260,184,--,253
6,1345,2121,14,8,4610,151,--,324
7,1346,2104,4,4,310,526,--,34
8,1347,2077,20,6,19010,103,--,565
9,1348,2494,17,9,4740,146,--,151
