,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,1339,2427,28,8,19100,86,--,44
1,1340,2284,31,10,23230,73,--,129
2,1341,2167,38,10,30510,57,--,348
3,1342,2602,24,5,26080,108,--,33
4,1343,2337,25,9,8320,93,--,3
5,1344,2678,24,10,9330,111,--,211
6,1345,2132,25,4,21960,85,--,202
7,1346,2359,30,8,17350,78,--,107
8,1347,2370,33,7,29840,71,--,129
9,1348,2350,21,6,10580,111,--,207
