,table_no,累計スタート,大当り回数,初当り回数,最高出玉,大当り確率,初当り確率,只今スタート
0,1339,2121,35,9,18150,60,--,201
1,1340,2322,60,9,54630,38,--,130
2,1341,2176,5,4,1730,435,--,392
3,1342,2405,16,3,16060,150,--,186
4,1343,2373,17,5,13150,139,--,533
5,1344,2394,7,5,3180,342,--,1114
6,1345,2502,22,6,16080,113,--,314
7,1346,2609,34,7,30640,76,--,240
8,1347,2599,35,6,28350,74,--,2
9,1348,2646,23,8,11480,115,--,2
