,大当り回数,時間,スタート回数
1,--,--,273
2,26,20:38,29
3,25,20:35,137
4,24,19:50,284
5,23,18:29,298
6,22,16:55,30
7,21,16:53,41
8,20,16:51,22
9,19,16:47,49
10,18,16:45,31
11,17,16:34,187
12,16,15:27,17
13,15,15:25,19
14,14,15:24,23
15,13,15:22,6
16,12,15:21,8
17,11,15:19,63
