,大当り回数,時間,スタート回数
1,--,--,200
2,34,21:14,200
3,33,20:27,226
4,32,19:32,159
5,31,18:56,85
6,30,18:53,54
7,29,18:50,133
8,28,18:47,3
9,27,18:46,133
10,26,18:42,91
11,25,18:39,25
12,24,18:37,25
13,23,18:36,27
14,22,18:34,2
15,21,18:32,111
16,20,18:24,100
17,19,18:03,80
