,大当り回数,時間,スタート回数
1,--,--,6
2,20,22:18,16
3,19,22:16,75
4,18,22:14,37
5,17,22:12,35
6,16,22:11,22
7,15,22:09,80
8,14,22:07,91
9,13,22:04,68
10,12,21:59,15
11,11,21:57,236
12,10,21:06,10
13,9,21:04,11
14,8,21:02,11
15,7,20:59,176
16,6,20:07,4
17,5,20:04,1901
