,大当り回数,時間,スタート回数
1,--,--,31
2,12,22:11,86
3,11,22:09,16
4,10,22:06,1
5,9,22:05,71
6,8,22:02,161
7,7,21:16,174
8,6,20:28,356
9,5,18:56,1
10,4,18:54,16
11,3,18:51,6
12,2,18:49,1040
13,1,13:50,308
