,大当り回数,時間,スタート回数
1,--,--,196
2,21,21:18,210
3,20,19:58,15
4,19,19:57,1
5,18,19:56,9
6,17,19:54,19
7,16,19:53,5
8,15,19:51,33
9,14,19:49,35
10,13,19:41,118
11,12,19:32,112
12,11,19:02,159
13,10,18:32,40
14,9,18:28,66
15,8,18:22,85
16,7,18:02,712
17,6,14:49,30
