,大当り回数,時間,スタート回数
1,--,--,102
2,27,22:02,1
3,26,22:01,1
4,25,21:59,3
5,24,21:51,15
6,23,21:47,271
7,22,20:38,1
8,21,20:36,1
9,20,20:34,2
10,19,20:32,2
11,18,20:30,98
12,17,19:59,5
13,16,19:58,208
14,15,19:01,1
15,14,18:59,1
16,13,18:57,1
17,12,18:55,1
18,11,18:53,4
19,10,18:52,162
20,9,17:48,1
21,8,17:46,1
22,7,17:44,951
23,6,12:54,3
24,5,12:51,63
