,大当り回数,時間,スタート回数
1,--,--,11
2,42,21:47,1
3,41,21:45,3
4,40,21:42,1
5,39,21:40,1
6,38,21:38,2
7,37,21:37,68
8,36,21:14,429
9,35,19:09,1
10,34,19:07,1
11,33,19:06,1
12,32,19:04,1
13,31,19:02,1
14,30,19:00,1
15,29,18:58,1
16,28,18:56,1
17,27,18:55,1
18,26,18:52,3
19,25,18:51,55
20,24,18:27,1
21,23,18:25,1
22,22,18:23,3
23,21,18:21,409
24,20,16:11,1
