,大当り回数,時間,スタート回数
1,--,--,6
2,9,21:21,2
3,8,21:20,3
4,7,21:20,1
5,6,21:19,1
6,5,21:18,2
7,4,21:18,4
8,3,21:16,227
9,2,19:28,35
10,1,19:15,1167
