,大当り回数,時間,スタート回数
1,--,--,85
2,28,21:25,1
3,27,21:23,1
4,26,21:22,2
5,25,21:19,2
6,24,21:16,1
7,23,21:15,5
8,22,21:11,291
9,21,19:20,1
10,20,19:19,1
