,大当り回数,時間,スタート回数
1,--,--,101
2,24,21:25,140
3,23,20:50,1
4,22,20:48,1
5,21,20:46,2
6,20,20:44,1
7,19,20:42,1
8,18,20:40,3
9,17,20:38,10
10,16,20:28,2
