,大当り回数,時間,スタート回数
1,--,--,240
2,34,21:09,1
3,33,21:07,1
4,32,21:06,1
5,31,21:04,494
6,30,18:58,1
7,29,18:56,1
8,28,18:54,1
9,27,18:52,2
10,26,18:49,1
