,大当り回数,時間,スタート回数
1,--,--,2
2,68,22:27,1
3,67,22:25,2
4,66,22:22,2
5,65,22:18,5
6,64,22:16,162
7,63,21:22,1
8,62,21:20,1
9,61,21:19,1
10,60,21:17,1
