,大当り回数,時間,スタート回数
1,--,--,127
2,22,21:14,54
3,21,20:42,57
4,20,20:38,17
5,19,20:34,794
6,18,17:13,258
7,17,16:09,10
8,16,16:07,14
9,15,16:05,21
10,14,16:00,60
11,13,15:40,48
12,12,15:28,23
13,11,15:16,289
14,10,13:50,52
15,9,13:48,38
16,8,13:46,21
17,7,13:44,16
