,大当り回数,時間,スタート回数
1,--,--,118
2,17,20:56,11
3,16,20:54,3
4,15,20:52,12
5,14,20:50,15
6,13,20:47,6
7,12,20:45,490
8,11,18:02,403
9,10,15:49,125
10,9,15:01,60
11,8,14:56,49
12,7,14:50,173
13,6,14:00,3
14,5,13:58,528
15,4,11:13,1
16,3,11:11,10
17,2,11:08,41
