,大当り回数,時間,スタート回数
1,--,--,246
2,8,19:04,1
3,7,19:03,2
4,6,19:03,1
5,5,19:02,1
6,4,19:02,5
7,3,19:00,46
8,2,18:39,174
9,1,17:30,413
